ea,kind,original,demangled,alias
860560,plt_thunk,._ZN11TGaniObject9setlocalyEdb,"TGaniObject::setlocaly(double,bool)",plt_TGaniObject_setlocaly_double_bool
860576,plt_thunk,._ZN13TServerPlayer7setHeadERK7TString,TServerPlayer::setHead(TString const&),plt_TServerPlayer_setHead_TString_const
860592,plt_thunk,._ZN12TLevelLoader9loadBoardEP7TStreamPsib,"TLevelLoader::loadBoard(TStream *,short *,int,bool)",plt_TLevelLoader_loadBoard_TStream_short_int_bool
860624,plt_thunk,._ZN7TPlayer14pushDrawMatrixEfffff,"TPlayer::pushDrawMatrix(float,float,float,float,float)",plt_TPlayer_pushDrawMatrix_float_float_float_float_float
860640,plt_thunk,._ZN12TScriptSpace18executeActionCatchEP9TGraalVarP13TScriptAction,"TScriptSpace::executeActionCatch(TGraalVar *,TScriptAction *)",plt_TScriptSpace_executeActionCatch_TGraalVar_TScriptAction
860656,plt_thunk,._ZN13GuiBitmapCtrl9setBitmapERK7TString,GuiBitmapCtrl::setBitmap(TString const&),plt_GuiBitmapCtrl_setBitmap_TString_const
860672,plt_thunk,._ZN7TWindow18createDrawingPanelEv,TWindow::createDrawingPanel(void),plt_TWindow_createDrawingPanel_void
860688,plt_thunk,._ZN12TFontOptions23getFontForCharacterPageEi,TFontOptions::getFontForCharacterPage(int),plt_TFontOptions_getFontForCharacterPage_int
860704,plt_thunk,._ZN9THTMLPage14freeAlignmentsEv,THTMLPage::freeAlignments(void),plt_THTMLPage_freeAlignments_void
860736,plt_thunk,._ZN18TResourceFunctions20checkAddEmoticonFileERK7TString,TResourceFunctions::checkAddEmoticonFile(TString const&),plt_TResourceFunctions_checkAddEmoticonFile_TString_const
860752,plt_thunk,._ZN12TScriptSpace15findEventObjectERK7TString,TScriptSpace::findEventObject(TString const&),plt_TScriptSpace_findEventObject_TString_const
860768,plt_thunk,._ZN9TGraalVar11invokeEventERK7TString,TGraalVar::invokeEvent(TString const&),plt_TGraalVar_invokeEvent_TString_const
860784,plt_thunk,._ZN15TScriptFunction21clearCallStackEntriesEv,TScriptFunction::clearCallStackEntries(void),plt_TScriptFunction_clearCallStackEntries_void
860800,plt_thunk,._Z12strtobooleanRK7TString,strtoboolean(TString const&),plt_strtoboolean_TString_const
860816,plt_thunk,._ZN7TPlayer17doServerModifies3EP12TServerLevelRK7TStringb,"TPlayer::doServerModifies3(TServerLevel *,TString const&,bool)",plt_TPlayer_doServerModifies3_TServerLevel_TString_const_bool
860832,plt_thunk,._ZN11TGaniObject7setChatERK7TStringb,"TGaniObject::setChat(TString const&,bool)",plt_TGaniObject_setChat_TString_const_bool
860848,plt_thunk,._ZN13TFileNameScan14scanDataFolderEv,TFileNameScan::scanDataFolder(void),plt_TFileNameScan_scanDataFolder_void
860864,plt_thunk,._ZN7TBitmap14allocateBitmapEjjbNS_12BitmapFormatE,"TBitmap::allocateBitmap(uint,uint,bool,TBitmap::BitmapFormat)",plt_TBitmap_allocateBitmap_uint_uint_bool_TBitmap_BitmapFormat
860880,plt_thunk,._ZN6TFiles9getFolderERK7TStringS2_bb,"TFiles::getFolder(TString const&,TString const&,bool,bool)",plt_TFiles_getFolder_TString_const_TString_const_bool_bool
860896,plt_thunk,._ZN6CyaInt6mp_setEPNS_6mp_intEj,"CyaInt::mp_set(CyaInt::mp_int *,uint)",plt_CyaInt_mp_set_CyaInt_mp_int_uint
860912,plt_thunk,._ZN9T2DMatrixC1Ev,T2DMatrix::T2DMatrix(void),plt_T2DMatrix_T2DMatrix_void
860928,plt_thunk,._ZN7TClient19connectToGameServerEv,TClient::connectToGameServer(void),plt_TClient_connectToGameServer_void
860944,plt_thunk,._ZN7TClient19getDownloadProgressERK7TString,TClient::getDownloadProgress(TString const&),plt_TClient_getDownloadProgress_TString_const
860960,plt_thunk,._ZN19TResourceObjectLink7getLinkEPv,TResourceObjectLink::getLink(void *),plt_TResourceObjectLink_getLink_void
860976,plt_thunk,._ZN13TFileDownload11canDownloadEv,TFileDownload::canDownload(void),plt_TFileDownload_canDownload_void
861024,plt_thunk,._ZN16TParticleEmitter16setNrofParticlesEi,TParticleEmitter::setNrofParticles(int),plt_TParticleEmitter_setNrofParticles_int
861056,plt_thunk,._ZN28GuiContextMenuCtrlPropertiesC1Ev,GuiContextMenuCtrlProperties::GuiContextMenuCtrlProperties(void),plt_GuiContextMenuCtrlProperties_GuiContextMenuCtrlProperties_void
861072,plt_thunk,._ZN17TDrawingPanelPort4saveERK7TStringi,"TDrawingPanelPort::save(TString const&,int)",plt_TDrawingPanelPort_save_TString_const_int
861088,plt_thunk,._ZN6CyaInt15SendCertificateEPNS_6CYASSLE,CyaInt::SendCertificate(CyaInt::CYASSL *),plt_CyaInt_SendCertificate_CyaInt_CYASSL
861104,plt_thunk,._ZN20TServerNPCPropertiesC1Ev,TServerNPCProperties::TServerNPCProperties(void),plt_TServerNPCProperties_TServerNPCProperties_void
861120,plt_thunk,._ZN14TScriptMachine14clearCallStackEv,TScriptMachine::clearCallStack(void),plt_TScriptMachine_clearCallStack_void
861136,plt_thunk,._ZN9TGraalVar17updateArrayStringEv,TGraalVar::updateArrayString(void),plt_TGraalVar_updateArrayString_void
861152,plt_thunk,._ZN7TPlayer12drawNPCImageERK7TStringffbiiiif,"TPlayer::drawNPCImage(TString const&,float,float,bool,int,int,int,int,float)",plt_TPlayer_drawNPCImage_TString_const_float_float_bool_int_int_int_int_float
861168,plt_thunk,._ZN8TShowImg9showImageERK7TString,TShowImg::showImage(TString const&),plt_TShowImg_showImage_TString_const
861184,plt_thunk,._Z10strtofloatRK7TString,strtofloat(TString const&),plt_strtofloat_TString_const
861200,plt_thunk,._ZN9THTMLPage10setProfileEP17GuiControlProfile,THTMLPage::setProfile(GuiControlProfile *),plt_THTMLPage_setProfile_GuiControlProfile
861216,plt_thunk,._ZN15TIdentification11getSystemIDEi,TIdentification::getSystemID(int),plt_TIdentification_getSystemID_int
861232,plt_thunk,._ZN14TScriptMachine15checkStackSpaceEib,"TScriptMachine::checkStackSpace(int,bool)",plt_TScriptMachine_checkStackSpace_int_bool
861248,plt_thunk,._ZN14TFileScripting28getScriptWriteBitmapFilenameERK7TString,TFileScripting::getScriptWriteBitmapFilename(TString const&),plt_TFileScripting_getScriptWriteBitmapFilename_TString_const
861264,plt_thunk,._ZN10GuiControl8setColorERK6ColorF,GuiControl::setColor(ColorF const&),plt_GuiControl_setColor_ColorF_const
861280,plt_thunk,._ZN9TGraalVar12getFunctionsEv,TGraalVar::getFunctions(void),plt_TGraalVar_getFunctions_void
861328,plt_thunk,._ZN6TFiles28convertAnyFilePathSeparatorsERK7TString,TFiles::convertAnyFilePathSeparators(TString const&),plt_TFiles_convertAnyFilePathSeparators_TString_const
861344,plt_thunk,._ZN12TPixelBuffer9setFormatEi,TPixelBuffer::setFormat(int),plt_TPixelBuffer_setFormat_int
861360,plt_thunk,._ZN9TGraalVar13indexOfObjectEPS_,TGraalVar::indexOfObject(TGraalVar*),plt_TGraalVar_indexOfObject_TGraalVar
861376,plt_thunk,._ZN7TSocket8getErrorEv,TSocket::getError(void),plt_TSocket_getError_void
861392,plt_thunk,._ZN12TFontManager13getTextAscentERK7TStringiS2_,"TFontManager::getTextAscent(TString const&,int,TString const&)",plt_TFontManager_getTextAscent_TString_const_int_TString_const
861408,plt_thunk,._ZN7TSocket5closeEv,TSocket::close(void),plt_TSocket_close_void
861424,plt_thunk,._ZN8TTexture13freeResourcesEv,TTexture::freeResources(void),plt_TTexture_freeResources_void
861440,plt_thunk,._ZN13TServerPlayerD1Ev,TServerPlayer::~TServerPlayer(),plt_TServerPlayer_TServerPlayer
861456,plt_thunk,._ZN7TPlayer14getStatusFlagsEv,TPlayer::getStatusFlags(void),plt_TPlayer_getStatusFlags_void
861488,plt_thunk,._ZN14TScriptMachine14stackAddTokensEP9TGraalVar,TScriptMachine::stackAddTokens(TGraalVar *),plt_TScriptMachine_stackAddTokens_TGraalVar
861504,plt_thunk,._ZN17TDrawingPanelPort10drawPixelsEffffPKhiiffffPK8TPalettebiRK6ColorF,"TDrawingPanelPort::drawPixels(float,float,float,float,uchar const*,int,int,float,float,float,float,TPalette const*,bool,int,ColorF const&)",plt_TDrawingPanelPort_drawPixels_float_float_float_float_uchar_const_int_int_float_float_float_float_TPalette_const_bool_int_ColorF_const
861520,plt_thunk,._ZN9THTMLPage11emitNewLineEj,THTMLPage::emitNewLine(uint),plt_THTMLPage_emitNewLine_uint
861536,plt_thunk,._Z9escaped34RK7TString,escaped34(TString const&),plt_escaped34_TString_const
861552,plt_thunk,._ZNK7TString9subStringEi,TString::subString(int),plt_TString_subString_int
861568,plt_thunk,._ZN10TServerNPC9loadImageERK7TString,TServerNPC::loadImage(TString const&),plt_TServerNPC_loadImage_TString_const
861584,plt_thunk,._ZN18TClientEnvironment23getLoadingScreenEnabledEv,TClientEnvironment::getLoadingScreenEnabled(void),plt_TClientEnvironment_getLoadingScreenEnabled_void
861600,plt_thunk,._ZN5TTime7getTimeEv,TTime::getTime(void),plt_TTime_getTime_void
861616,plt_thunk,._ZN6CyaInt8s_mp_subEPNS_6mp_intES1_S1_,"CyaInt::s_mp_sub(CyaInt::mp_int *,CyaInt::mp_int *,CyaInt::mp_int *)",plt_CyaInt_s_mp_sub_CyaInt_mp_int_CyaInt_mp_int_CyaInt_mp_int
861648,plt_thunk,._ZN9TGraalVar12copyVarsFromEPS_,TGraalVar::copyVarsFrom(TGraalVar*),plt_TGraalVar_copyVarsFrom_TGraalVar
861664,plt_thunk,._ZN10GuiControl13isMouseLockedEi,GuiControl::isMouseLocked(int),plt_GuiControl_isMouseLocked_int
861680,plt_thunk,._ZN17TResourceFileUserD1Ev,TResourceFileUser::~TResourceFileUser(),plt_TResourceFileUser_TResourceFileUser
861696,plt_thunk,._ZN18TScreenPanelOpenGL8drawQuadEffff,"TScreenPanelOpenGL::drawQuad(float,float,float,float)",plt_TScreenPanelOpenGL_drawQuad_float_float_float_float
861728,plt_thunk,._Z7InitMd5P3Md5,InitMd5(Md5 *),plt_InitMd5_Md5
861744,plt_thunk,._ZN21TBitmap_AnimationStepC1EiiiiiiiP8TPalette,"TBitmap_AnimationStep::TBitmap_AnimationStep(int,int,int,int,int,int,int,TPalette *)",plt_TBitmap_AnimationStep_TBitmap_AnimationStep_int_int_int_int_int_int_int_TPalette
861760,plt_thunk,._ZN7TClient19uploadFilesToServerEv,TClient::uploadFilesToServer(void),plt_TClient_uploadFilesToServer_void
861776,plt_thunk,._ZN13GuiMLTextCtrl16updateCursorLineEv,GuiMLTextCtrl::updateCursorLine(void),plt_GuiMLTextCtrl_updateCursorLine_void
861792,plt_thunk,._ZN13TParticleData5clearEv,TParticleData::clear(void),plt_TParticleData_clear_void
861808,plt_thunk,._ZN7TPlayer8loseItemEi,TPlayer::loseItem(int),plt_TPlayer_loseItem_int
861824,plt_thunk,._ZN7TScript18waitingForDownloadEv,TScript::waitingForDownload(void),plt_TScript_waitingForDownload_void
861840,plt_thunk,._ZN13TServerPlayerC2Ei,TServerPlayer::TServerPlayer(int),plt_TServerPlayer_TServerPlayer_int
861856,plt_thunk,._ZN18TClientEnvironment12initGraphicsEv,TClientEnvironment::initGraphics(void),plt_TClientEnvironment_initGraphics_void
861872,plt_thunk,._ZNK15TColorTransform9transformER6ColorF,TColorTransform::transform(ColorF &),plt_TColorTransform_transform_ColorF
861888,plt_thunk,._ZN12GuiGraalCtrlC1ERK7TString,GuiGraalCtrl::GuiGraalCtrl(TString const&),plt_GuiGraalCtrl_GuiGraalCtrl_TString_const
861920,plt_thunk,._ZN14TScriptMachine18callScriptFunctionEP15TScriptFunctioni,"TScriptMachine::callScriptFunction(TScriptFunction *,int)",plt_TScriptMachine_callScriptFunction_TScriptFunction_int
861936,plt_thunk,._ZN17TEventCatcherList18removeEventCatcherEP9TGraalVar,TEventCatcherList::removeEventCatcher(TGraalVar *),plt_TEventCatcherList_removeEventCatcher_TGraalVar
861952,plt_thunk,._ZN20MRandomLCGPropertiesC1Ev,MRandomLCGProperties::MRandomLCGProperties(void),plt_MRandomLCGProperties_MRandomLCGProperties_void
861984,plt_thunk,._ZN9TGUIStyle22extractRadioButtonInfoEv,TGUIStyle::extractRadioButtonInfo(void),plt_TGUIStyle_extractRadioButtonInfo_void
862000,plt_thunk,._Z36guiTextEditCtrl_initStaticScriptVarsv,guiTextEditCtrl_initStaticScriptVars(void),plt_guiTextEditCtrl_initStaticScriptVars_void
862016,plt_thunk,._Z16m_matF_transposePf,m_matF_transpose(float *),plt_m_matF_transpose_float
862032,plt_thunk,._ZN17GuiControlProfile12setFontStyleERK7TString,GuiControlProfile::setFontStyle(TString const&),plt_GuiControlProfile_setFontStyle_TString_const
862048,plt_thunk,._ZN12TPixelBufferD2Ev,TPixelBuffer::~TPixelBuffer(),plt_TPixelBuffer_TPixelBuffer
862064,plt_thunk,._ZN6CyaInt10mp_exptmodEPNS_6mp_intES1_S1_S1_,"CyaInt::mp_exptmod(CyaInt::mp_int *,CyaInt::mp_int *,CyaInt::mp_int *,CyaInt::mp_int *)",plt_CyaInt_mp_exptmod_CyaInt_mp_int_CyaInt_mp_int_CyaInt_mp_int_CyaInt_mp_int
862080,plt_thunk,._ZN5TFont14testFitInWidthEi,TFont::testFitInWidth(int),plt_TFont_testFitInWidth_int
862096,plt_thunk,._ZN6CyaInt11FreeSignersEPNS_6SignerEPv,"CyaInt::FreeSigners(CyaInt::Signer *,void *)",plt_CyaInt_FreeSigners_CyaInt_Signer_void
862112,plt_thunk,._ZN6TFiles12fileIsFolderERK7TString,TFiles::fileIsFolder(TString const&),plt_TFiles_fileIsFolder_TString_const
862160,plt_thunk,._ZN10TServerNPC15getActionPlayerEi,TServerNPC::getActionPlayer(int),plt_TServerNPC_getActionPlayer_int
862176,plt_thunk,._ZN7TString18addunsignedlongintEyiibb,"TString::addunsignedlongint(ulong long,int,int,bool,bool)",plt_TString_addunsignedlongint_ulong_long_int_int_bool_bool
862192,plt_thunk,._ZN8TShowImg20drawShowImage_SpriteEP7TPlayerfffiP15TParticleDataEx,"TShowImg::drawShowImage_Sprite(TPlayer *,float,float,float,int,TParticleDataEx *)",plt_TShowImg_drawShowImage_Sprite_TPlayer_float_float_float_int_TParticleDataEx
862208,plt_thunk,._ZN10GuiControl7setBlueEf,GuiControl::setBlue(float),plt_GuiControl_setBlue_float
862224,plt_thunk,._ZN12TEventObjectD1Ev,TEventObject::~TEventObject(),plt_TEventObject_TEventObject
862240,plt_thunk,._ZN24TDrawingPanelPixelBufferD1Ev,TDrawingPanelPixelBuffer::~TDrawingPanelPixelBuffer(),plt_TDrawingPanelPixelBuffer_TDrawingPanelPixelBuffer
862256,plt_thunk,._Z17jinit_inverse_dctP22jpeg_decompress_struct,jinit_inverse_dct(jpeg_decompress_struct *),plt_jinit_inverse_dct_jpeg_decompress_struct
862272,plt_thunk,._ZN12TServerLevel11getTileTypeEdd,"TServerLevel::getTileType(double,double)",plt_TServerLevel_getTileType_double_double
862288,plt_thunk,._ZN18TResourceFunctions23getResourceStreamAsListERK7TStringbb,"TResourceFunctions::getResourceStreamAsList(TString const&,bool,bool)",plt_TResourceFunctions_getResourceStreamAsList_TString_const_bool_bool
862304,plt_thunk,._ZN7TWindow10onKeyEventEiiRK7TStringibb,"TWindow::onKeyEvent(int,int,TString const&,int,bool,bool)",plt_TWindow_onKeyEvent_int_int_TString_const_int_bool_bool
862320,plt_thunk,._ZN7TClient16sendLevelLinkingERK7TStringdd,"TClient::sendLevelLinking(TString const&,double,double)",plt_TClient_sendLevelLinking_TString_const_double_double
862352,plt_thunk,._ZN10GuiControl17setRotationCenterERK6TPoint,GuiControl::setRotationCenter(TPoint const&),plt_GuiControl_setRotationCenter_TPoint_const
862368,plt_thunk,._ZN13GuiMLTextCtrl10selectTextEii,"GuiMLTextCtrl::selectText(int,int)",plt_GuiMLTextCtrl_selectText_int_int
862384,plt_thunk,._ZN13TServerPlayer14initPlayerVarsEv,TServerPlayer::initPlayerVars(void),plt_TServerPlayer_initPlayerVars_void
862400,plt_thunk,._ZN7TString10makeUniqueEv,TString::makeUnique(void),plt_TString_makeUnique_void
862432,plt_thunk,._ZN9TGraalVar11getPropertyEjRK7TStringPPS_,"TGraalVar::getProperty(uint,TString const&,TGraalVar**)",plt_TGraalVar_getProperty_uint_TString_const_TGraalVar
862448,plt_thunk,._ZN8TBSPTreeC1EPS_iiiib,"TBSPTree::TBSPTree(TBSPTree*,int,int,int,int,bool)",plt_TBSPTree_TBSPTree_TBSPTree_int_int_int_int_bool
862464,plt_thunk,._Z14openAndroidURLRK7TString,openAndroidURL(TString const&),plt_openAndroidURL_TString_const
862480,plt_thunk,._ZN6CyaInt10CyaSSL_newEPNS_10CYASSL_CTXE,CyaInt::CyaSSL_new(CyaInt::CYASSL_CTX *),plt_CyaInt_CyaSSL_new_CyaInt_CYASSL_CTX
862496,plt_thunk,._ZN12TScriptSpace9runScriptEv,TScriptSpace::runScript(void),plt_TScriptSpace_runScript_void
862544,plt_thunk,._ZN10GuiControl6onWakeEv,GuiControl::onWake(void),plt_GuiControl_onWake_void
862560,plt_thunk,._ZN15TScriptPropertyC1ERK7TStringb,"TScriptProperty::TScriptProperty(TString const&,bool)",plt_TScriptProperty_TScriptProperty_TString_const_bool
862592,plt_thunk,._Z29TUpdatePackage_initStaticVarsv,TUpdatePackage_initStaticVars(void),plt_TUpdatePackage_initStaticVars_void
862608,plt_thunk,._ZN11TServerList18showConnectFailureERK7TStringbb,"TServerList::showConnectFailure(TString const&,bool,bool)",plt_TServerList_showConnectFailure_TString_const_bool_bool
862624,plt_thunk,._ZN7TPlayer8keyCheckEv,TPlayer::keyCheck(void),plt_TPlayer_keyCheck_void
862640,plt_thunk,._ZN13TDrawingPanel8drawLineERK6TPointS2_f,"TDrawingPanel::drawLine(TPoint const&,TPoint const&,float)",plt_TDrawingPanel_drawLine_TPoint_const_TPoint_const_float
862656,plt_thunk,._ZN7TClient20sendWantWeaponScriptERK7TString,TClient::sendWantWeaponScript(TString const&),plt_TClient_sendWantWeaponScript_TString_const
862672,plt_thunk,._ZN10GuiControl14onStyleUpdatedEv,GuiControl::onStyleUpdated(void),plt_GuiControl_onStyleUpdated_void
862688,plt_thunk,._ZN16GuiPopUpMenuCtrl10initObjectEv,GuiPopUpMenuCtrl::initObject(void),plt_GuiPopUpMenuCtrl_initObject_void
862704,plt_thunk,._ZN12THashStrings8containsERK7TString,THashStrings::contains(TString const&),plt_THashStrings_contains_TString_const
862720,plt_thunk,._ZN6TSetup14addDesktopIconERK7TStringS2_S2_S2_,"TSetup::addDesktopIcon(TString const&,TString const&,TString const&,TString const&)",plt_TSetup_addDesktopIcon_TString_const_TString_const_TString_const_TString_const
862736,plt_thunk,._ZN9THTMLAtom5clearEv,THTMLAtom::clear(void),plt_THTMLAtom_clear_void
862752,plt_thunk,._ZN7TString11strncasecmpEPKcS1_i,"TString::strncasecmp(char const*,char const*,int)",plt_TString_strncasecmp_char_const_char_const_int
862768,plt_thunk,._ZN6TFiles8fileSizeERK7TString,TFiles::fileSize(TString const&),plt_TFiles_fileSize_TString_const
862784,plt_thunk,._ZN9TGraalVar8copyFromEPS_,TGraalVar::copyFrom(TGraalVar*),plt_TGraalVar_copyFrom_TGraalVar
862800,plt_thunk,._ZN13GuiScrollCtrl19getChildrenFitWidthEv,GuiScrollCtrl::getChildrenFitWidth(void),plt_GuiScrollCtrl_getChildrenFitWidth_void
862816,plt_thunk,._ZN17TDrawingPanelPort7setSizeEii,"TDrawingPanelPort::setSize(int,int)",plt_TDrawingPanelPort_setSize_int_int
862832,plt_thunk,._Z34guiBitmapCtrl_initStaticScriptVarsv,guiBitmapCtrl_initStaticScriptVars(void),plt_guiBitmapCtrl_initStaticScriptVars_void
862848,plt_thunk,._ZN9GuiCanvasD1Ev,GuiCanvas::~GuiCanvas(),plt_GuiCanvas_GuiCanvas
862864,plt_thunk,._ZN10TGUIRender27renderBitmapPartToRectangleERK7TStringRK10TRectangleRK15TFloatRectanglebRK6TPointf,"TGUIRender::renderBitmapPartToRectangle(TString const&,TRectangle const&,TFloatRectangle const&,bool,TPoint const&,float)",plt_TGUIRender_renderBitmapPartToRectangle_TString_const_TRectangle_const_TFloatRectangle_const_bool_TPoint_const_float
862880,plt_thunk,._ZN13TDrawingPanel7setSizeEii,"TDrawingPanel::setSize(int,int)",plt_TDrawingPanel_setSize_int_int
862896,plt_thunk,._ZN11TTilesPanel9clearTileEii,"TTilesPanel::clearTile(int,int)",plt_TTilesPanel_clearTile_int_int
862912,plt_thunk,._ZN9TGraalVar10loadFolderERK7TStringb,"TGraalVar::loadFolder(TString const&,bool)",plt_TGraalVar_loadFolder_TString_const_bool
862928,plt_thunk,._ZN6CyaInt14CyaSSL_connectEPNS_6CYASSLE,CyaInt::CyaSSL_connect(CyaInt::CYASSL *),plt_CyaInt_CyaSSL_connect_CyaInt_CYASSL
862944,plt_thunk,._ZN8html_tagC1Ev,html_tag::html_tag(void),plt_html_tag_html_tag_void
862960,plt_thunk,._ZN18TScriptEnvironment20makeVarFromCommaTextERK7TStringb,"TScriptEnvironment::makeVarFromCommaText(TString const&,bool)",plt_TScriptEnvironment_makeVarFromCommaText_TString_const_bool
862976,plt_thunk,._ZN11TTilesPanelD1Ev,TTilesPanel::~TTilesPanel(),plt_TTilesPanel_TTilesPanel
862992,plt_thunk,._ZN6CyaInt22CyaTLSv1_client_methodEv,CyaInt::CyaTLSv1_client_method(void),plt_CyaInt_CyaTLSv1_client_method_void
863008,plt_thunk,._Z28TColorManager_initStaticVarsv,TColorManager_initStaticVars(void),plt_TColorManager_initStaticVars_void
863024,plt_thunk,._ZN14TScriptMachine16clearTempObjectsEv,TScriptMachine::clearTempObjects(void),plt_TScriptMachine_clearTempObjects_void
863040,plt_thunk,._ZN7TPlayer16updateRestartPosEv,TPlayer::updateRestartPos(void),plt_TPlayer_updateRestartPos_void
863056,plt_thunk,._ZN14TScriptMachine6getDirEv,TScriptMachine::getDir(void),plt_TScriptMachine_getDir_void
863072,plt_thunk,._ZN21TServerLeapPropertiesC1Ev,TServerLeapProperties::TServerLeapProperties(void),plt_TServerLeapProperties_TServerLeapProperties_void
863088,plt_thunk,._ZN7TPlayer7canJumpEv,TPlayer::canJump(void),plt_TPlayer_canJump_void
863104,plt_thunk,._ZN9THTMLPage8setStyleEP9TGUIStyle,THTMLPage::setStyle(TGUIStyle *),plt_THTMLPage_setStyle_TGUIStyle
863120,plt_thunk,._ZN16TSoundPlayerJavaC1Ev,TSoundPlayerJava::TSoundPlayerJava(void),plt_TSoundPlayerJava_TSoundPlayerJava_void
863152,plt_thunk,._Z30getContainingPrivilegedPackageRK7TString,getContainingPrivilegedPackage(TString const&),plt_getContainingPrivilegedPackage_TString_const
863168,plt_thunk,._ZN12TFontManager15getFontBaseNameERK7TString,TFontManager::getFontBaseName(TString const&),plt_TFontManager_getFontBaseName_TString_const
863184,plt_thunk,._ZN7TSocket17checkAllowConnectERK7TStringi,"TSocket::checkAllowConnect(TString const&,int)",plt_TSocket_checkAllowConnect_TString_const_int
863200,plt_thunk,._ZN17TEventCatcherList12receiveEventEP9TGraalVar,TEventCatcherList::receiveEvent(TGraalVar *),plt_TEventCatcherList_receiveEvent_TGraalVar
863216,plt_thunk,._Z18unlockClientSocketv,unlockClientSocket(void),plt_unlockClientSocket_void
863232,plt_thunk,._ZN11TLogActions13getTopScriptsEP11TStringListb,"TLogActions::getTopScripts(TStringList *,bool)",plt_TLogActions_getTopScripts_TStringList_bool
863248,plt_thunk,._Z24startHighResolutionTimerPj,startHighResolutionTimer(uint *),plt_startHighResolutionTimer_uint
863264,plt_thunk,._ZN7TWindow13onMouseButtonEiibi,"TWindow::onMouseButton(int,int,bool,int)",plt_TWindow_onMouseButton_int_int_bool_int
863280,plt_thunk,._ZN15GuiProgressCtrl13drawWithStyleERK10TRectangle,GuiProgressCtrl::drawWithStyle(TRectangle const&),plt_GuiProgressCtrl_drawWithStyle_TRectangle_const
863296,plt_thunk,._ZneRK7TStringPKc,"operator!=(TString const&,char const*)",plt_operator_ne_TString_const_char_const
863312,plt_thunk,._ZN9TGraalVar9setSubVarERK7TString,TGraalVar::setSubVar(TString const&),plt_TGraalVar_setSubVar_TString_const
863328,plt_thunk,._ZN16GuiPopUpMenuCtrl15drawIconAndTextERK6TPointiiRK6ColorI,"GuiPopUpMenuCtrl::drawIconAndText(TPoint const&,int,int,ColorI const&)",plt_GuiPopUpMenuCtrl_drawIconAndText_TPoint_const_int_int_ColorI_const
863344,plt_thunk,._ZN15GuiTextListCtrl15getSelectedIconEv,GuiTextListCtrl::getSelectedIcon(void),plt_GuiTextListCtrl_getSelectedIcon_void
863376,plt_thunk,._ZN9GuiCanvas20mouseRightButtonDownEi,GuiCanvas::mouseRightButtonDown(int),plt_GuiCanvas_mouseRightButtonDown_int
863392,plt_thunk,._ZN9T2DMatrix9setMatrixEPfS0_,"T2DMatrix::setMatrix(float *,float *)",plt_T2DMatrix_setMatrix_float_float
863408,plt_thunk,._ZN9THTMLPage18initParseVariablesEv,THTMLPage::initParseVariables(void),plt_THTMLPage_initParseVariables_void
863424,plt_thunk,._ZN15GuiTextEditCtrl4undoEv,GuiTextEditCtrl::undo(void),plt_GuiTextEditCtrl_undo_void
863456,plt_thunk,._ZN6CyaInt19mp_montgomery_setupEPNS_6mp_intEPj,"CyaInt::mp_montgomery_setup(CyaInt::mp_int *,uint *)",plt_CyaInt_mp_montgomery_setup_CyaInt_mp_int_uint
863488,plt_thunk,._Z21generateOpenGLMipmapsPKhiib,"generateOpenGLMipmaps(uchar const*,int,int,bool)",plt_generateOpenGLMipmaps_uchar_const_int_int_bool
863504,plt_thunk,._ZN13GuiScrollCtrl16drawScrollCornerERK6TPoint,GuiScrollCtrl::drawScrollCorner(TPoint const&),plt_GuiScrollCtrl_drawScrollCorner_TPoint_const
863520,plt_thunk,._ZN7TPlayer7setMapYEi,TPlayer::setMapY(int),plt_TPlayer_setMapY_int
863536,plt_thunk,._Z34TTranslations_initStaticScriptVarsv,TTranslations_initStaticScriptVars(void),plt_TTranslations_initStaticScriptVars_void
863552,plt_thunk,._ZN13TBitmapLoader13findImageFileERK7TString,TBitmapLoader::findImageFile(TString const&),plt_TBitmapLoader_findImageFile_TString_const
863568,plt_thunk,._ZN18TClientEnvironment16animateResourcesEj,TClientEnvironment::animateResources(uint),plt_TClientEnvironment_animateResources_uint
863600,plt_thunk,._ZN13TBitmapLoader4loadERK7TString,TBitmapLoader::load(TString const&),plt_TBitmapLoader_load_TString_const
863632,plt_thunk,._ZN7TPlayer11setLanguageERK7TString,TPlayer::setLanguage(TString const&),plt_TPlayer_setLanguage_TString_const
863648,plt_thunk,._ZN14THTMLAlignmentC1EPS_,THTMLAlignment::THTMLAlignment(THTMLAlignment*),plt_THTMLAlignment_THTMLAlignment_THTMLAlignment
863664,plt_thunk,._Z17BZ2_compressBlockP6EStateh,"BZ2_compressBlock(EState *,uchar)",plt_BZ2_compressBlock_EState_uchar
863680,plt_thunk,._Z9ShaUpdateP3ShaPKhj,"ShaUpdate(Sha *,uchar const*,uint)",plt_ShaUpdate_Sha_uchar_const_uint
863696,plt_thunk,._Z26TLogActions_initStaticVarsv,TLogActions_initStaticVars(void),plt_TLogActions_initStaticVars_void
863712,plt_thunk,._ZN7TString14addunsignedintEjiibb,"TString::addunsignedint(uint,int,int,bool,bool)",plt_TString_addunsignedint_uint_int_int_bool_bool
863728,plt_thunk,._ZN8TShowImg6getAniEv,TShowImg::getAni(void),plt_TShowImg_getAni_void
863760,plt_thunk,._Z10anirestartP7__sFILE,anirestart(__sFILE *),plt_anirestart_sFILE
